Date;Time;Severity;TID;This;Function;Message
2017/11/09;18:57:40.723;ERROR;24210;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3137 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::462a:60ff:fef7:7b32 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:432"
2017/11/09;18:58:14.108;ERROR;24808;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:14.145;ERROR;24808;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:134 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::9186:dbbd:2a45:50c2 transportProtocol:UDP portDst:547 portSrc546 npackets:2 pktSize:160"
2017/11/09;18:58:14.384;ERROR;24998;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:14.387;ERROR;24998;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:315 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::25f5:ff:8bc9:3f18 transportProtocol:UDP portDst:547 portSrc546 npackets:2 pktSize:160"
2017/11/09;18:58:14.511;ERROR;25132;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:14.512;ERROR;25132;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:436 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::1cbd:1f2f:70b2:2e9 transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:160"
2017/11/09;18:58:16.111;ERROR;25719;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:16.111;ERROR;25719;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:1010 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::b56e:758f:d6e2:b79e transportProtocol:UDP portDst:547 portSrc546 npackets:4 pktSize:160"
2017/11/09;18:58:16.750;ERROR;25924;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:16.750;ERROR;25924;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:1215 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::90c:4042:a1c4:8d5 transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:159"
2017/11/09;18:58:17.061;ERROR;26034;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:17.061;ERROR;26034;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:1325 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::f137:edd5:886d:3b73 transportProtocol:UDP portDst:547 portSrc546 npackets:4 pktSize:160"
2017/11/09;18:58:21.237;ERROR;27431;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:21.237;ERROR;27431;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:2722 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::c83e:671b:b282:ee67 transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:160"
2017/11/09;18:58:21.290;ERROR;27449;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:21.290;ERROR;27449;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:2740 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::3d1c:9cea:dce1:314b transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:160"
2017/11/09;18:58:23.009;ERROR;27817;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:23.010;ERROR;27817;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3108 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::1610:9fff:fecf:e171 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:603"
2017/11/09;18:58:23.128;ERROR;27841;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:23.128;ERROR;27841;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3132 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::ca2a:14ff:fe4c:30e9 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:426"
2017/11/09;18:58:23.129;ERROR;27843;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:23.129;ERROR;27843;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3134 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::1610:9fff:fed4:90db transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:500"
2017/11/09;18:58:23.138;ERROR;27846;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:58:23.138;ERROR;27846;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3137 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::462a:60ff:fef7:7b32 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:432"
